essay_id_comp,full_text,gender,holistic_essay_score,holistic_essay_score_3cat
725CA1D53485,"The Facial Action Coding System, I think is a great piece of technology to have in a classroom. The feedback you receive from this system can help the teachers enhance their teaching mechanics in the classroom to get the students to interact more. It can help the teachers see which teaching mechanics need changed or improved and it can help set future classes to become more motivating and exciting. I'm sure that this type of technology will be very useful in the future. This generation is relying on technology a lot and I think that this technology piece will be beneifial to learning in the years ahead of us.

Feedback from the Facial Action Coding System can be a great tool to teacher's mechanics or teaching habits in the classroom. This can be because this tool can detect more than a teacher can and also can produce more feedback then a regular teacher can, but don't get me wrong, teachers are wonderful. The text states,"" A classroom computer could recognize when a student is becoming confused or bored... Then it could modify the lesson, like an effective human instructor."" This shows that computers can be very helpful. Dr. Huang has done a marvelous job with this design.

Like I've said before the FACS can modify or help the teachers or lesson to become a more effective lesson to the students. The FACS can detect which muscles are being used in your facial expression and use that detection to make a more effective lesson for the students. The text states,"" The process begins when the computer constructs a 3-D computer model of the face; all 44 major muscles in the model must move like human muscles. Movement of one or more muscles is called an action unit."" The text also states,"" Eckman has classified six basic emotions-happiness, suprise, anger, disgust, fear, and sadness-and then associated each with characteristic movements of the facial muscles. This explains that the FACS is very productive and is promising.

The FACS can improve the classes and the classrooms. It can also help set a better stage for teaching. This can produce ideas that people can bring to the classroom to seem more inviting and get more students that want to learn and can be excited while learning. The text shows that the FACS detects emotions that can be received by teachers and from there they can modify their teaching or better yet make the classroom and better and a enthusiatic place to learn. The FACS is very useful and detects emotions very well. The text also states,"" Using video imagery, the new emotion-recognition software tracks these facial movements-in a real face or in the painted face of Mona LIsa. By weighting the different units, the software can even identify mixed emotions (as in da Vinci's masterpiece). Each expression is compared against a neutral face (showing no emotion)."" This just shows how outstanding the FACS is and how useful it can become within schools throughout the world.

In conclusion I feel that the FACS can be very benificial in the classroom and this technology to read the emotional expressions of students in a classroom is very valuable. Feedback from the FACS can enchance the teacher's ability to teach in a more exciting classroom. It can help the teachers see which teaching mechanics need changed or improved and it can help set future classes to become more motivating and exciting. These are reasons why I believe that further action in this department is more than neccassary for our classrooms. As a student myself, there are some classes that could use a little more excitement. This can improve the work ethic of students and maybe more students won't skip school, because school then w il be exciting and will be a better learning environment.",M,4,2
7EE7318E1EF2,"Have you ever felt bored learing off a computer? Having the computer adapt to facial expressions would get the kids excited to learn, give the teachers a break, and increase learning rates tramendously. Having FACS in schools would increase how quickly kids learn and how the obtain it.

First off having FACS in schools would get the kids excited to learn. The computer would adapt to their likes and dislikes so they would always be pleasing them. How would it know if they are really bored or confused is a common question, in paragraph 3 the text states ""the computer contructs a 3D model of the face; all 44 major muscles im the model must move like human muscles"" this all meaning that the computer can tell with 100% accuracy what you are feeling.

Secondly it is difficult for teachers to please each kid individualy and work with each child 1 on 1 and with this technological advancment it will give teachers a break and require them to give minimal assistance to the kids. In this day and age technology is becoming a bigger and bigger part of our everyday soceity and less and less people are wanting to become teachers, so having a computer do the job for them and do it just as good is remarkable. The author wrote in paragraph 6 ""imagine a classroom computer could recognize when a student is becoming confused or bored."" this quote from the article showing that they would do the teachers job and be able to adapt and please each student individualy.

Lastly having this technology in every school would increase learning rates greatly because it would work in a way to help and assure learning for each child individualy. The problem with teaching today is some kids dont learn as fast as other and the teacher doesnt slow down to make sure they know what they are doing, but with the FACS program it will allow kids to go at their own success rate and insure they are really learning. And with all this the kids will learn quicker as a hole because they are the computers only concern.

All in all the FACS program should be in every school because it would get the kids excited to learn, give the teachers a break, and increase learning rates tramendously. So lets give it a shot.      ",M,4,2
148DDBA241DA,"I think the use for this technology is a good idea cause you can get a understanding of how students feel. This technology could be used in a lot of different ways. I feel like this technology should be valuable in on students in a classroom. They stated that ""the facial expressions for each emotion are universal"" Dr. Huang, ""even though individuals often showing varying degrees of expression""A classroom computer could recoginze when a student is becoming confused or bored.

This technology should indeed be used more offen cause theres so much you could use it for. With this type of technology we could figure out a lot about one or more people. The more we use it the more we will know about it and other people and we can use that informion to find different emotional expressions and we can make this techonology even better. That is why i think we should use this technology more in are class rooms or even are work space.",M,2,1
3A7412AECF21,"The use of tecnology reading your face is a bad idale for some things but not all things. Emotions are what humans have. The Facial coding system enables computer to read face exspreshions like happy ,sad,frown,fear,disgust,anger,and suprise. The Coding system should not be on every ones computer becuse some people hate adds and the system would just keep showing diffent ones each time.

On the Facial Action Coding System would not be bad if you could shut it off and on other then it being on non stop all day tring to read your face. The program would be alsome to look at old pitures to see if they were happy or what not. the program makes a 3-D face that has all 44 major muscles in the model . It has to move like a human face dose.

The Facial Action Coding Systm would be cool if the creater could make it read other creachers like cat or a dog for we could see how they feel. cats wag there tail but my cat is happy when he wags his tail what dose that mean than?

My dog growls when he vplays what dose it mean? Maby later on they can move on from human faces to other animal faces.

Dr. Paul Eckter man has alot of good idals with his program. He just needs it were the people can turn it on and off othere than being on all the time. like how when some people are angry they turn tv on or funny videos. That could turnout to becume disaster.

The Facial Action Coding System is a good idal for school work for if the student would get bord it could change there studing ways up or class room asiments. The program could read diffent shown emotions in the program. In fact us human perform the same impresive caculation every day.

The ""Making Mona Lisa Smile"" was neat to see what the program had to say. The Facial Action Coding System read the Mona Lisa painting and it said she was 83 percent happy, 9 percent disgusted,6 percent fearful,and 2 percent angry.

The Facial Acting Coding System is a great program and in time it could read how humans feel and animals in the future. I think it will be a great program for computer to have. As long as you can turn them on and off at times. It would be a good way to get rid of adds.

Dr. Huang thinks that Da Vinci studied human anatomy to help him paint facial muscles precisly enough to coney specific emotions. The program would help the police with criminals becuse it would read there face and tell them what going on .",M,3,2
F682F859D633,"The emotional expressions in a classrooom is valuable because many people have many different expressions. Using technology would be a good idea to tell the different types of expresions because imagine someone being really mad and you did not know. I think technology would be a good idea because they could have many different options to choose from.

For example on paragraph 3 it gives really good reasons on why technology would be good. It show that a computer can construct a 3-Dmodel face showing all 44 mucles in our face and it would move like actual human muscles. The movement of our muscles are called action units. We have would have six emotions to tell to someone and a computer could do it all by its self.

We humans may have the same expression on a daily day basis because most of the time we are not happy consedering the fact that most of our facial expressions are angry, sad , happy , surpris fear, and disgust, so this means that with just a computer you can do anything when it comes to facial expresions. Also on paragraph 4 it says that '' using video imagery'' would be really good to tell the emotions through facial movements or on a painting like Mona Lisa. A new software would be good to tell the facila emotions for example like on the masterpice of da Vinci that the expressions are compared to the natural face of a person.

This idea of computer emotional expressions would be a good one because with just a scan or a picture would be great because they wouldn't have to be asking the person what is wrong with them. I think this would be way much easy to tell wheather the person is mad, sad, or surprised this idea would work also on pictures that may not show no expressions

In my opinion i think this would cause good controversials because your emotions would simply be easy to reach like in Mona Lisa picture. Your expression can change real quick as to when your standing in the mirror or when you are really happy , sad, or mad. This would help for when a person is showing a fake smile or when a celebrity is being truthful with the camras. This would be a great idea in the future because it would help alot of photographers and scientist that want to look over a picture and tell your facial emotions such as anger, sadness, surprised , disgust, and fear. These would be part of improtant and many more facial emotions.",F,3,2
95C8A813A0AD,"Using the Facial Action Coding System in a classroom setting for students is valuable because it can enhance how humans can express and analyze emotions to and from each other. A valuable skill to learn is being able to express ones thoughts and emotions to others well. Learning this is school is essential for students in the classroom and wherever else they go in life for a better knowledge of how to listen to others and also communicate a message with a certain tone to others. Humans unconsciously convey through their face what they are feeling, but completely knowing how a person is feeling from their facial expression is not always possible. With this accurate technology, the software can translate ""anatomical information as electronic code."" Examining the way that one reveals emotion through their face can help that person to fine tune their expressions to convey or even conceal their thoughts and emotions. Through this technology students would be able to have a better understanding of how to express emotions and messages to others in addition to analyzing what others communicate to them.",F,2,1
04147BBED91A,"Detecting Emotions

New software has been developed that improves accuracy in percieving the emotions of others. The use of this technology to read the emotional expressions of students in a classroom could be valuable, or it could be a waste of time, depending on how you look at it.

Technology has been upgraded throughout recent decades, and most recently, technology has taken a different approach. The software is the latest innovation from Prof. Thomas Huang, in collaboration with Prof. Nicu Sebe. Dr. Huang and his colleagues are experts at developing better ways for humans and computers to communicate, but is this really a better way to communicate? It comes down to the facts. The computer constructs a 3-D computer model of the face, and then associated each with characteristic movements of the facial muscles. Everyone has different ways of expressing emotions, and not everyone feels the same emotions. Thinking that a computer could possibly detect your emotions is a bit silly, to some, and valuable to others. So what makes it silly to some? You can probably tell how a friend is feeling by the look on their face, you can talk with them in person. Having physical contact is very important when it comes to emotions, using a computer to detect, sounds a bit far-fetched. Schools have teachers, and school counselors, so that students can talk express how they feel. Some people don't see why this feature could possibly be useful in a classroom.

There are many issues going on in the world, much worse than trying to figure our expressions. So, why aren't we using this tchnology, and these smart people to work on something more important? Imagine a computer that knows when you're happy or sad, what would you need it for? Human communication is very important, using a computer to detect how you feel is simply a waste of time, in some opinions. Making faces can reveal so much about the science of emotion. On the other hand, what could the Facial Action Coding System be useful for in classrooms? Students may be able to use this feature in physiciatry studies. Students may also use this feature in art classes to really capture what the artist was depicting in the work. For instance, this new software was able to create percentages of Mona Lisa's emotions. The latest innovation in computer software may be very useful for art classes, knowing how a person may be feeling in a painting may help students to depict the artists work, a bit better. As humans, we can tell how someone may be feeling by the look on their face, or the look in their eyes. Most of us would have trouble trying to describe what facial expressions convey being happy, besides a smile. The computer can make exact percentages on each emotion you may be feeling. However, a computer cannot feel, cannot have sympathy, and cannot understand many things about humans. Reaching the final conclusion is up to you. Is a computer being able to identify your emotions useful in classrooms, or not? ",F,3,2
C3C371CA957E,"The Debate of the Faces

A new technology called Facial Action Coding System, which enables computers to show human emotions by facial expressions, is not valuable to students in the classroom. I do not think that a computer system to read the emotions of students is needed for a quality education. Students have been learning in schools without the Facial Action Coding System for hundreds of years, so why would the Facial Action Coding System help us now? The Facial Action Coding System could actually be unbeneficial to students in the long run. This system could make students feel uncomfortable and insecure about their learning.

The main reason that the Facial Action Coding System is not valuable to students in a classroom is beause it is invading to the students privacy. The students may feel like their emotions are invaded by a computer that is constantly watching them. The Facial Action Coding System could make the student feel like they are being pressured and that their emotions for a certain day can alter their learning style. ""Using video imagery, the new emotion-recognition software tracks these facial movementsin a real face or in the painted face of Mona Lisa"" (D'Alto). This shows that the system can watch the students' every move. Would you like to be watched all day by a computer that is reading your mood?

Another reason why the Facial Action Coding System is not needed in the classroom is because many classes in school are taught by a teacher, not by computers. The Facial Action Coding System might not be used at all if the school is taught by a majority of teachers, which could be a waste of money and software. Dr. Huang says in paragraph 6 that 'A classroom computer could recognize when a student is becoming confused or bored.' Even though this statement is true about the Facial Action Coding System, many lessons in schools are not taught by computers, but are taught by teachers. The teacher could also probably tell if the students are bored or confused so they could alter their lessons. In paragraph 5, the author says that, ""In fact, we humans perform this same impressive calculation every day. For instance, you can probably tell how a friend is feeling simply by the look on her face"" (D'Alto). This shows that the classroom teacher could effectively alter their lesson based on the expressions of the students, just as the Facial Action Coding System could.

In some cases the Facial Action Coding System could be valuable to the classroom and learning environment. If a student is taking online courses or a school is predominantly taught by computer lessons, the Facial Action Coding System would help students stay more focused. The system could try to change the way of teaching based on the viewer's expressions. The system can also be beneficial to ads on computers. ""...if you smile when a Web ad appears on your screen, a similar ad might follow. But if you frown, the next ad will be different"" (D'Alto). This shows that the Facial Action Coding System could also make ads more interesting for those on computers often.

The Facial Action Coding System is definetly an amazing invention to computers and reading facial expressions. Although it is a great invention, I do not think that schools are ready for a program that studies the students' faces. This technology should not be used so it can protect the students' privacy, make them feel comfortable in the learning environment, and make them feel like their lessons are not forced. Many schools are also probably still taught by a majority of teachers, whearas the Facial Action Coding System would not be needed at all. All in all, it depends on where you fall in the debate of the faces.",F,5,3
BDEAAFE68AA1,"I agree that the Facial Action Coding System will be helpful in students and at schools. Because the system can detect a student's emotions, it can help a teacher learn more about that specific student. By knowing that a student is off guard or not paying attention to a certain lesson; the teacher can help that student on the lesson one-on-one. Not all students have the same emotions, so the students may not be getting taught well enough because of how the student might feel. The system can help a teacher realize that a kid might be mad and needs a certain activity to do before the class starts a lesson so the student can be content. Since more lessons will most likely be taught on computers, the teachers do not have to worry about wasting paper and money.

There is a downfall to all this greatness. More students will be on computers. That can cause damage in the eyes or brain. Some parents might not like the idea of their child being analyzed by a computer. Since the computer will use the camera to see the students face, the camera will have to be on. Parents might not like having their child exposed. Some teachers might not like the idea of having cameras on in their room for the same reason of being exposed.

Although there are more benifits than problems in the system. Students can be happier if the teachers notices that they are sad and actually do something about it. If the student is happy they will most likley be on topic on a lesson.

""Imagine a computer that knows when youre happy or sad""(D'Alto). The computer will be able to detect your mood and help you be happy if you are feeling sad. Teachers will get to know their students more. Because the comptuer can tell a students emotions, it can give information for the teacher. The teacher might use that information to see if that child needs to talk to someone in private.

Schools should get the Facial Action Coding System because it benifits students and their ways of learning. It also helps teachers get to know their students more and help them out if they need help on a certain lesson if they feel confused. Kids will be happier if teachers recieve information that a student is sad and need joy in the classroom. Students will be less bored if the teacher gets information that her class feels sad. The teacher can help the students not feel bored by making the lesson somewhat intersing. That's why I think the Facial Action Coding System is a good idea to have in schools and any learing facility.",F,4,2
C0F35DC1B0FA,"I think the idea of being able to see other kids emotions or feelings from a computer is a bad idea. No one should know what the kid is going through unless that kid wants you to know he or she will tell you.

If the kid wants it to be private or can't tell anyone anything then they don't want others to know at all. If they are mad they shouldn't take it out on someone else. They could maybe ask a close friend or teacher or parent for help or ask them what they should do. He or she could be going through a lot at home or with grades or a bully that makes he or she mad. Parents need to ask there kids and wonder are they doing ok in school is everything alright if there kid is showing emotions for being mad or sad then they should be concerned. Most kids will be to scared to tell others cause they think they will get into trouble so they just stay quiet. Some kids take the pain out on there selfs and harm there selfs or worse. The kid shouldn't be asking what to do cause they are to scared. The guardian, teacher, friend or someone close should be asking them are you ok or im here for you then the kid will speak up and talk.

My opion on whether the computer should read kids expressions is no that's the parents job or guardian computers don't run are life's and the guardian should know if there kid is doing ok or not and help them instead of a computer helping them on there life situations.",M,2,1
211C17AD0F75,"I think its ok so you can know how the person is feeling. If you know how a person is feeling then you can react to them in a way. The process begins when the computer constructs a 3-D computer model of the face; all 44 major muscles in the model must move like human muscles. Eckman has classified six basic emotions- happiness, surprise, anger, disgust, fear, and sadness. If your in a classroom and you don't have one of those (FACS) then one day a student can come in all calm in the from out of nowhere there's a fight. But with a FACS when that person comes in the room, and the computer scans the person and it shows that the person is angry. Now that the teacher knows that the person is angry an they can see if they can calm them down. In paragraph 6 it's says ""a classroom coomputer could recognize when a student is becoming confused or bored.""",M,2,1
DE03BAA4291D,"Everyone knows that a teenagers emotion can change very fast .Some people know that If in a bad mood it can affect how us students do our work. I think its not a terrible idea to have facial recongition to access our emotions.

First, I think using technology to access our emotions is a smart idea. Teachers often pick on the students who dont seem to be paying attention to what he or she is saying but what if that kid that they call on is just having a bad day? well with this technology they can tell if their students are sad or mad or even surprised .

To continue, I also see why people would argue why it is not a good idea. Maybe the technology will glitch and cause error. People also might say that the technology is reading enough of our emotions, and should include more emotions to read. Maybe it doesnt read some important ones like disgust or surprised. I would like to argue that even though it may not be able to read all of our emotions yet that they might be able to come up with ways to read more of our emotions in the future.

Secondly, I think it would be a greater and easier way for teachers and classmates to come in touch with their students and be able to support them when they are in need. I also think if schools began to use them less students would be bullied because knowing everyone else can read the bullies emotions will not help the bully and he will begin to stop and realize what he is doing to himself and his peers. I think using this technology will help with bettering our world.

to continue, I think people would disagree with me becsuse our world has a lot of problems with technology and should try and reduce how much technology is being used nowadays. Everyone uses technology to communicate with each other and now letting technology tell us everyones emotions can cause a lot of damage to our new world. It would take away our sempathy and empathy we have for people as we communicate with them about how they feel and using technology to tell us how someone feels is taking away the point of even talking about it because everyone already knows.

Lastly , I think getting this technology will help better our schools and help better our technology. Many things could go wrong with technology but with schools helping and participating giving the creator feedback on how it is working and what needs to be better about it. I think if enough schools participate in getting this technology we will come into better understanding with technology and each other. Thats why I think using technology to read emotion in school is a good idea.    ",F,4,2
821972DE4E6C,"Science could be where we can possibly find advances and great inventions for the future. Now in days a machines can tell you how exactly you feel!. We are humans, but technology could change how we think, how we act and high chances how we live.

First of all, technology have changed how humans can be in the future like computers. But technolgy can have a negative impact too. Proffesor Thomas Huan, invented A new technology called the Facial Action Coding System can let humans know how they feel. They could even read your facial actiond

""There are more experts at developing better ways for humans and computers to comunicate."" do you think science has gone too far?

Second, somethimes you can harshly tell when a friend its mad or happy.

How would you feel knowing that a computer knows every single emotion that you are feeling at the moment and the percentage for example 5% angry, 78% happy, 2% disgusted etc. The creator of this technology started with the basic emotions which are happiness,surprie, anger, disgust, fear, and sadness. It would be creepy when you ""Imagine a computer taht knows if your happy or sad.""

Third, humans make calculations and guess the emotions of others. For instance, you can infer how a friend feels or just by looking at their face but you can't tell an accurate number of emotions like the computers.""A classroom computer can recognize when a student is becoming confused or boring."" with the big advances of technology we might not act like humans in the future.

In conclusion, Science play an importent roll in technology and technology have created machines that can tell your emotions. We are humans and by the advance of technology, future then might change the way we act, think and possibly live our lives.                              ",M,3,2
1C1421319DE8,"The use of this technology that allows people and teachers to read the emotional expressions of students in the classroom is valuable. This new technology can be used to detect whether a student understands the lesson or is confused on a subject. Professor Thomas Huang has developed a new way to use technology that can recognize how each person is feeling, based on their facial and emotional expressions.

Artist, Leonardo da Vinci, studied human anatomy all his life and used this study to create paintings that can percieve a certain facial expression to convey certain emotions. Leonardo da Vinci's painting, Mona Lisa, was used by the technology Dr. Haung created to determine what exactly she was expressing. In the painting, she seems to be, ""83 percent happy, 9 percent disgusted, 6 percent fearful, and 2 percent angry."" This was all shown by using the technology many people are trying to get into the classroom to help students and teachers better understand each other. The software broke down each expression she has on her face to figure out how da Vinci wanted her to feel and show through facial emotions.

In classrooms, teachers can often tell whether or not a student understands the materials based on there emotions the student gives out in the classroom. Dr. Haung has researched over this concept and has made this software that allows, ""A classroom computer [that] could recognize when a student is becoming confused or bored."" This would allow teachers or college professors to better teach students that do not understand the materials, like some students would. The computer's software could also allow teachers to understand if the students are benefitting from the lesson or if they understand the topic being taught to them.

There are many different facial muscles that can show a certain emotion based on how you are feeling. The ""frontalis pars lateralis"", which is found above your eye, will raise your eyebrows when you are feeling surpised. The ""orbicularis oris"", which is found all around the mouth, will tighten your lips to show that you have been angered by someone or something. Dr. Haung has been working with Dr. Paul Eckman and his FACS machine (Facial Action Coding System) to better understand what and how facial expressions can be found. The FACS machine is something that can classify six of the major emotions that can be found on your face like,"" happiness, surprise, anger, disgust, fear, and sadness- and then associated each with characteristic movements of the facial muscles."" These muscle based emotions and the use of the FACS machine can let the teachers in the classroom know, if a certain student is struggling or if one student is excelling in the topic or class in general.

Facial muscles, emotions, and new discoveries with technology are all ways to determine if a student is having trouble in the classroom. It is a beneficial way to read emotion expressions of these students and is considered a very valuable discovery of technology. New emotions can be made clear by expression or using the FACS machine. ",F,3,2
871B39B3643C,"In the year 2018 technology is advancing as well as schools all around the world. Most kids roll their eyes or yawn or even have a bored/tired look on their face when they're in a classroom that hey dont enjoy. With new technology called FACS(Facial Action Coding System), it will be able to detect when kids are feeling this way.

The computer makes a 3-D model face of a human and have all 44 major musles that operates like human musles, then it scans the face of a real human which will then identify what the person is feeling right now such as happy, sad, tired, scared and many more. Using this type of technology will be very helpful in classrooms because when a student is feeling bored or tired then the computer will be able to detect that the the teacher will be able to make the topic more interesting for the students. Most teachers have about 28 students per class for seven periods everyday which can be very stressful, so it can be very challenging for them to recognize when students are dealing with a certain type of emotion but with the FACS it can recognize that and the teacher will be able to help the student or students.

In conclusion, FACS is an amazing creation that will be able to help students and teachers. Kids learn the most when they're happy and when the subject they're learning is fun and very interesting and when they're in a good environment. With FACS, it not only detects a humans emotion but it will be able to communicate with a teacher to notify them when a kid is not doing well.           ",M,2,1
45CC76417C38,"In this article ""Making Mona Lisa Smile"" is about how the author describes new technology called the Facial Action Coding System which identifys the human emotions. This technology shouldn't read the students' facial expression. It shouln't read a students facial expressions because first off there's no reason to do it at a school especially. Second of all there's more other emotions than happiness, surprised, anger, disgust, fear, and sadness to tell of your face or mood. And the last reason is there's other new technology that can copy the 3-D face plus it could be dangerous.

First off, there's no reason to do it in a school. Mainly because at a school you learn about different subjects like math, english, science, etc. I do not think this is some ""lab experiment"" either. Although the computer constructs a 3-D model of the face, and has all the 44 major muscles in the model to move like the human muscles. Do we really need all that just to tell what your facial expression is saying.

Second of all there's other emotions than happiness,surprised, anger, fear, and sadness. Also there is lots of names on your face of what shows the emotion you are in. Orbicularis oris tightens your lip which shows anger, the zygomatic major lifts up the corner of your mouths,oculi pars palpabraeus make the crow feet, the zygomatic major is having your mouth stretched sideways while the risorius is a different muscle. According to the article you have to make those ""fake smile"" that has all those to test your facial expression.

The last reason is because there's new studies that basically copies your facial expression or movents to a thing on the IPhone X called the Animoji. Animoji is basically an emoji coming to life and it can talk, copy your facial expression , and if you move your head around it'll move it's head around. Plus it's also a 3-D model as well. If the Animoji see's that your eyebrows are up or down, the corner of your mouth is lifted, or that your eyes are squinted it will copy every movement. Its dangerous beacuse apparently once it captures your face, basically the government or polices will know where to find you or how you look like all because of that.

Those are my reasons why this technology should not be used on students is because first off there is no reason to do it at a school, second of all there's other facial expressions other than happiness, surprise, anger, disgust, fear, and sadness and my last reason is because there's new studies and it could be dangerous fo student. ",F,4,2
A743019DA786,"The new Facial Action Coding System cannot be very accurate due to humans being able to hide emotions quite easily. As it says in the beginning statement, ""improves accuracy in perceiving the emotions of others."" Thus meaning this software is not one-hundred perect reliable. Human beings can hide emotions without even trying. It is impossible to tell what someone is actually feeling.

In many movies actors act amd perform in different emotions everyday. Think about how an actor can use deception to trick the watcher into thinking they are upset and angry in the movie. Behind thr scenes the actor could be hystrically laughing but we dont see that, we only see the acting part. Therefor it is impossible for human beings to be able to detect someones true emotions, not even an advanced computer application can do so.

In paragraph 2 a statement catches the eye by saying, ""Hold on! Can we actually calculate emotionslike math homework?"" First off the human body is not a calculation, it is a living creature that has feelings and emotions. You dont just calculate the emotions to find them out. To find emotions you get emotionally attatched to someome or get close to them by talking to thrm amd they will vent to you and find out what is going on, either if thry are happy or sad.

In the writing it talks about Mona Lisa,and how she was feeling during that moment. Many may say you can do this and find out how she was feeling, but others will say it is impossible to find her emotions. Those others would also say to find her true emotions you would have to ask her, in which you can no longer do because she and the artist are deceased. No one will trully know how she felt durung this time, unless she states her feelings somewhere.

In paragraph 6 it states that,""Imagine a computer that knows when youre happy or sad."" It later on states thag only looking into the webcam it could detect your emotions. Not only could it really not detect your emotions, it would make people feel unsafe because they are constantly being watched looking for a face to read. The Facial Action Coding System cannot read someones true emotions. The program may predict amd see what the individual is feeling, but it is trully impossible to tell what someone is actually feeling.",M,3,2
4B4C70FDFC25,"Using a Facial action cosing system can be very useful in the future. Useing the Facial action coding sytem you could see how people are feeling at times. If you could tell if someone is happy or mad with out asking them, It could really help everyone in the world. This could help prevent way less fights and other negative things from going wrong.

While using the system you can name many postive things. As said in the artical its to make people smile. We need more smiling faces in the world. By telling if your happy or mad the machine could make the madness become into happiness. Many people dont like to talk about how they feel, but with the machine you could change all of that with out asking them.

Another postive thing about the Facial action coding system you can help kids in school. Every kid gets bored in school while learning something. Some teacher dont know there kids are bored and thats why they aren't learning the subject that well. Using the system teacher can make what there learning a little fun so the kids in the class will comprehind it better. This system could help the future generation on smartness and skills they need.

This system can make more then other people happy. It could make your self happy by using this system. Making people happy that aren't in the best of moods could bring a smile on your face. The fights and other bad things going on in the world are really starting to hurt. Using this sysyem could prevent or even stop the bad actions people are doing.

To have this kind of system we should be happy. There are so many good and postive changes we could do with it. We should use it to are advantage and make postive things happen. The Mona Lisa smile should bring a smiles to everyones face. If it doesnt by using Facial Action Coding system it should bring a smile to everyones face!                  ",M,3,2
2D36D365D242,"Imagine you could tell anyones emotions just from a computer. Thanks to Prof's new innovation you can! It can recognize emotions from a 3-d model of your face. I think it is a great idea for teachers to use on students in classrooms. I think it's a great idea because it can work on real faces or paintings, it can tell between fake and real smiles, and it can help students get better grades.

I think it is a great idea to use this new technology in classrooms because it can work on real faces and paintings. This shows that the technology used is acurrate. If the technology can be used on students or paintings to tell their exact emotions it must be very accurate. It can calculate the emotions by using the 44 major muscles on your face. Then, it can calculate the movement of those facial muscles.

I think it is a great idea to use this technology in the classrooms because it can tell between a real and fake smile. This could help the teachers to understand what the students enjoy so they stay ingaged in class. If a student is fake smiling at a teacher that means they don't like what they are talking about or don't understand. They could also tell if students are talking to other students during class. Then teachers could stop them from talking and all the students around them would be able to listen to the teacher rather then be distracted by the students.

A reason you may not want this technology in your classroom is because it can't detect nonverbal communication. Many students now a days use social media to connect with others. Some students even connect during class. This technology can not detect any emotion from it. Which could be a problem because for many people social media gives you many emotions.

The final reason I think it is a great idea to use this technology in the classroom is that it can help students get better grades. Teachers will be able to know if students are angry, sad, confused, bored or afriad. Students may have things on their mind and it may keep them from focusing in class. It can help teachers to calm students down or to understand why we were not able to focus during class. Teachers could also recognize when students are confused or bored. Then they would be able to modify their lesson to help students have a better understanding. I believe this technology could help many schools around the world and improve the next generation.",F,4,2
F497369C41C2,"We all hide our emotions at one point or another but, what if we had the technology that could detect whatever were feeling despite if were trying to hold them in or not. The Facial Action Coding System or FACS is just that piece of technolgy that is capable of detecting any given emotion. Dr. Huang inventor of this software has even modified it to were it can find out any emotion or emotions all at once. It's been questioned should this kind of technolgy be used in classrooms for students. The Facial Action Coding System is valuable to students in the classroom because, if any student is having troubles on the actvity at hand the Facial Action Coding System could detect that modify the prompt and make it easier for the student to then understand. Second, this software could help you better understand someone and their well-being being able to see exactly what's making them happy and what's making them upset. Third, it's better way for human and computers to ""communicate or interact"".

Anybody couldn't say that they haven't had problems understanding something at any given point in time. Simpily because, everyone can't understand everything right away with no problem/obstacle getting in the way weither it being how the words are phrased or if the vocabulary is too hard to comprehend. FACS could solve this issue right away. As presented in the passage ""Dr. Huang predicts, then it could modify the lesson, like an effective human instructor,"" therefore making it easier for the student or user to understand what is being asked or written. Solving probems much quicker than the instrustor could explaining the information piece by piece.

Understanding emotions when communicating with someone is key. Yet, we might not recognize all that are being distrubed to us. Another great reason for FACS to come into play. As stated in the passage ""you can probably tell how a friend is feeling simply by the look on her face. Of course, most of us would have trouble actually describing each facial trait that conveys happy, worried, etc."" This is all very true we can't comprehend every emotion that's more dull or hidden. So why don't we get a little help at recognizing more emotions. With FACS we can better understand someones true feelings inside and their well-being. This can than lead to possibly help solving some of the persons unsolved issues and other ""troubling thoughts."" Helping them become of the better verison of themselves.

In our generation today technolgy is something that we live and breath. It's important that we become familair with technolgy and being able to use it properly and effectifly. ""Huang and his colleague are experts at developing better ways for human and computers to communicate."" Now isn't this perfect? Huang can help us better understand computers and help computers better understand us. If students will be using computers 24/7 why not have the proper setup for them. If the software gets used in the way it's meant to it can overall have a positive effect towards the situation. After some time the computer can develop how the student or user works and operates and what they can understand and can not. Having a large postitive impact. Greater increasing the student's grades, confidence, and potentional in class. Allowing them to fully understand the content be covered better than they would ever before.

In conculsion, the Facial Action Coding System or FACS is valuable in the students classroom because, it can modify the content of the information to be better understood. Being able to see and recognize more emotions for peers. Lastly it can help the user better ""communicate"" with the computer. ",F,5,3
